ID,alpha,benign,bullying,conspiracy,ed_risk,extremist,gamergate,hate_speech,incel_misogyny,misinfo,pro_ana,recovery_ed,trad,Usage
7610,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7611,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7612,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7613,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7614,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7615,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7616,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7617,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7618,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7619,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
7620,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7621,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7622,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7623,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7624,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7625,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7626,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
7627,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7628,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7629,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7630,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7631,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
7632,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
7633,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7634,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7635,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7636,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7637,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7638,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7639,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
7640,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7641,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
7642,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7643,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7644,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7645,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7646,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7647,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7648,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7649,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7650,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7651,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7652,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7653,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7654,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7655,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
7656,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7657,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
7658,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7659,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7660,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7661,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7662,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7663,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7664,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7665,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7666,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7667,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7668,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7669,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7670,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7671,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7672,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7673,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7674,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7675,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7676,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7677,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7678,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7679,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7680,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7681,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7682,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7683,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7684,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7685,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7686,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7687,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7688,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7689,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7690,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7691,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7692,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7693,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7694,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7695,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7696,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7697,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7698,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7699,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7700,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7701,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7702,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7703,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7704,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7705,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
7706,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7707,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7708,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
7709,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7710,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7711,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7712,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
7713,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7714,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7715,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7716,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7717,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7718,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
7719,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7720,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7721,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7722,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7723,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7724,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7725,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7726,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
7727,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7728,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7729,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7730,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7731,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
7732,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7733,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7734,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7735,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7736,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7737,0,1,0,0,0,0,0,0,0,0,0,0,0,Public
7738,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7739,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7740,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7741,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7742,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7743,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7744,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7745,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7746,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7747,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7748,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7749,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
7750,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7751,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7752,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7753,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7754,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7755,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
7756,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7757,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7758,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7759,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7760,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7761,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7762,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7763,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7764,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7765,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7766,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7767,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7768,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7769,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7770,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7771,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7772,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7773,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7774,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7775,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7776,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7777,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7778,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7779,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7780,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7781,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7782,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7783,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
7784,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7785,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7786,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7787,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
7788,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7789,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7790,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7791,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7792,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
7793,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7794,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7795,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7796,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7797,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7798,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7799,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7800,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7801,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7802,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7803,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7804,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7805,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7806,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7807,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7808,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7809,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7810,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
7811,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7812,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7813,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7814,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7815,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7816,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7817,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7818,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7819,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7820,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7821,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7822,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7823,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7824,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7825,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7826,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7827,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7828,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7829,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7830,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
7831,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7832,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7833,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7834,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7835,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7836,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7837,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7838,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7839,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7840,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7841,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7842,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7843,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
7844,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7845,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7846,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7847,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7848,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7849,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7850,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7851,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7852,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7853,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7854,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7855,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7856,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7857,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
7858,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7859,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7860,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7861,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7862,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7863,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7864,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
7865,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7866,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7867,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7868,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7869,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
7870,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7871,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7872,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7873,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7874,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7875,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7876,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7877,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7878,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7879,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7880,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7881,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
7882,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7883,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7884,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7885,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7886,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7887,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7888,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7889,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7890,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7891,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7892,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7893,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7894,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7895,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7896,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7897,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7898,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7899,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7900,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7901,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7902,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7903,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7904,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
7905,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7906,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7907,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7908,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7909,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
7910,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
7911,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7912,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7913,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7914,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7915,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7916,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7917,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7918,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7919,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7920,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7921,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
7922,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7923,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7924,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7925,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7926,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7927,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7928,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7929,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7930,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7931,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7932,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7933,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7934,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7935,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7936,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7937,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7938,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
7939,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7940,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7941,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7942,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7943,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7944,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7945,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
7946,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7947,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7948,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7949,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7950,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7951,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
7952,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7953,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7954,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7955,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7956,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7957,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7958,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7959,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7960,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7961,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7962,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7963,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7964,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7965,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7966,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7967,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7968,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7969,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7970,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7971,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
7972,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7973,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
7974,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
7975,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7976,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7977,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7978,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7979,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7980,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7981,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7982,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
7983,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
7984,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
7985,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7986,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
7987,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
7988,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
7989,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7990,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7991,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
7992,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
7993,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
7994,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
7995,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
7996,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
7997,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
7998,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
7999,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
8000,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
8001,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
8002,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
8003,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8004,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
8005,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
8006,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
8007,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
8008,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
8009,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
8010,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
8011,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
8012,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
8013,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
8014,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8015,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
8016,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
8017,0,0,0,1,0,0,0,0,0,1,0,0,0,Public
8018,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8019,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
8020,0,0,0,0,0,0,0,0,1,0,0,0,0,Public
8021,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
8022,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
8023,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
8024,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
8025,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
8026,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8027,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
8028,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
8029,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
8030,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
8031,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
8032,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
8033,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
8034,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
8035,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
8036,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
8037,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
8038,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8039,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
8040,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8041,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
8042,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
8043,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
8044,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
